index,avalanche_problem_1_cause_id,avalanche_problem_1_destructive_size_ext_id,avalanche_problem_1_distribution_id,avalanche_problem_1_exposed_height_1,avalanche_problem_1_exposed_height_2,avalanche_problem_1_ext_id,avalanche_problem_1_probability_id,avalanche_problem_1_problem_id,avalanche_problem_1_problem_type_id,avalanche_problem_1_trigger_simple_id,avalanche_problem_1_type_id,avalanche_problem_2_cause_id,avalanche_problem_2_destructive_size_ext_id,avalanche_problem_2_distribution_id,avalanche_problem_2_exposed_height_1,avalanche_problem_2_exposed_height_2,avalanche_problem_2_ext_id,avalanche_problem_2_probability_id,avalanche_problem_2_problem_id,avalanche_problem_2_problem_type_id,avalanche_problem_2_trigger_simple_id,avalanche_problem_2_type_id,avalanche_problem_3_cause_id,avalanche_problem_3_destructive_size_ext_id,avalanche_problem_3_distribution_id,avalanche_problem_3_exposed_height_1,avalanche_problem_3_exposed_height_2,avalanche_problem_3_ext_id,avalanche_problem_3_probability_id,avalanche_problem_3_problem_id,avalanche_problem_3_problem_type_id,avalanche_problem_3_trigger_simple_id,avalanche_problem_3_type_id,danger_level,date_valid,mountain_weather_freezing_level,mountain_weather_precip_most_exposed,mountain_weather_precip_region,mountain_weather_temperature_elevation,mountain_weather_temperature_max,mountain_weather_temperature_min,region_id,region_type_id,mountain_weather_wind_speed_num,mountain_weather_wind_direction_num,avalanche_problem_1_problem_type_id_class,avalanche_problem_1_sensitivity_id_class,avalanche_problem_1_trigger_simple_id_class,avalanche_problem_2_problem_type_id_class,avalanche_problem_2_sensitivity_id_class,avalanche_problem_2_trigger_simple_id_class,avalanche_problem_3_problem_type_id_class,avalanche_problem_3_sensitivity_id_class,avalanche_problem_3_trigger_simple_id_class,region_group_id,danger_level_prevday,danger_level_name_prevday,mountain_weather_precip_region_prev1day,mountain_weather_precip_most_exposed_prev1day,mountain_weather_precip_region_prev3daysum,aval_problem_1_combined,emergency_warning_Ikke gitt,emergency_warning_Naturlig utløste skred,author_Andreas@nve,author_Espen Granan,author_EspenN,author_Halvor@NVE,author_HåvardT@met,author_Ida@met,author_Ingrid@NVE,author_John Smits,author_JonasD@ObsKorps,author_Jørgen@obskorps,author_Karsten@NVE,author_MSA@nortind,author_Ragnar@NVE,author_Ronny@NVE,author_Silje@svv,author_Tommy@NVE,author_ToreV@met,author_anitaaw@met,author_emma@nve,author_haso@nve.no,author_hrb@nve.no,author_jan arild@obskorps,author_jegu@NVE,author_jostein@nve,author_knutinge@svv,author_martin@svv,author_ragnhildn@met,author_rue@nve,author_siri@met,author_torehum@svv,author_torolav@obskorps,mountain_weather_wind_direction_E,mountain_weather_wind_direction_N,mountain_weather_wind_direction_NE,mountain_weather_wind_direction_NW,mountain_weather_wind_direction_None,mountain_weather_wind_direction_S,mountain_weather_wind_direction_SE,mountain_weather_wind_direction_SW,mountain_weather_wind_direction_W,danger_level_prev1day,danger_level_name_prev1day,danger_level_prev2day,danger_level_name_prev2day,danger_level_prev3day,danger_level_name_prev3day
890,15,2,2,500,500,20,3,1,10,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-12,500.0,15.0,8.0,1400.0,-1.0,-6.0,3015,10,5,6,6,3,2,0,0,0,0,0,0,3,2.0,2 Moderat,6.0,10.0,16.0,6232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
891,14,2,2,500,0,20,3,1,7,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-12,500.0,12.0,6.0,1400.0,-2.0,-8.0,3016,10,5,6,5,3,2,0,0,0,0,0,0,3,2.0,2 Moderat,8.0,15.0,19.0,5232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
892,15,2,2,500,0,20,3,1,10,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-12,500.0,8.0,4.0,1100.0,-1.0,-7.0,3017,10,5,6,6,3,2,0,0,0,0,0,0,3,2.0,2 Moderat,6.0,12.0,20.0,6232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
893,15,2,2,900,0,20,3,1,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-12,0.0,0.0,0.0,1400.0,0.0,-12.0,3022,10,4,4,6,2,1,0,0,0,0,0,0,5,2.0,2 Moderat,4.0,8.0,18.0,6222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
894,15,2,2,1000,0,20,3,1,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-12,0.0,0.0,0.0,1400.0,0.0,-12.0,3023,10,4,4,6,2,1,0,0,0,0,0,0,5,2.0,2 Moderat,0.0,0.0,10.0,6222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
895,15,2,2,1000,0,20,3,1,10,10,10,11,3,1,600,0,20,3,2,30,21,10,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-12,0.0,0.0,0.0,1400.0,0.0,-9.0,3024,10,4,4,6,2,1,7,3,2,0,0,0,5,2.0,2 Moderat,0.0,0.0,4.0,6222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
896,15,2,2,1000,0,20,3,1,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-12,0.0,0.0,0.0,1400.0,1.0,-9.0,3027,10,4,4,6,2,1,0,0,0,0,0,0,7,2.0,2 Moderat,0.0,0.0,0.0,6222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
897,10,2,2,700,0,20,3,1,10,21,10,16,3,2,1000,0,20,3,2,30,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-12,0.0,0.0,0.0,1800.0,-4.0,-16.0,3028,10,4,5,6,3,2,7,2,1,0,0,0,6,2.0,2 Moderat,0.0,0.0,0.0,6232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
898,10,2,2,600,0,20,3,1,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-12,0.0,0.0,0.0,1400.0,-2.0,-13.0,3029,10,4,4,6,2,1,0,0,0,0,0,0,6,2.0,2 Moderat,0.0,0.0,0.0,6222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
899,15,2,2,900,0,20,3,1,10,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-12,0.0,0.0,0.0,1400.0,-1.0,-10.0,3031,10,4,4,6,3,2,0,0,0,0,0,0,7,2.0,2 Moderat,0.0,0.0,0.0,6232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
900,10,2,1,800,0,20,3,1,10,10,10,19,3,2,800,0,20,2,2,30,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-12,0.0,0.0,0.0,1400.0,-5.0,-15.0,3032,10,2,6,6,2,1,7,1,1,0,0,0,6,2.0,2 Moderat,0.0,0.0,0.0,6122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
901,15,2,2,1000,0,20,3,1,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-12,0.0,0.0,0.0,1400.0,-1.0,-12.0,3034,10,4,3,6,2,1,0,0,0,0,0,0,7,2.0,2 Moderat,0.0,0.0,0.0,6222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
902,10,2,2,800,0,20,3,1,10,10,10,18,2,1,800,0,20,3,2,30,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-12,0.0,0.0,0.0,1400.0,-4.0,-13.0,3035,10,2,4,6,2,1,7,2,1,0,0,0,6,2.0,2 Moderat,0.0,0.0,0.0,6222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
903,18,2,3,500,0,25,5,1,45,22,10,18,3,3,500,0,20,3,2,30,22,10,15,3,3,600,0,20,3,3,10,22,10,4,2018-01-13,400.0,50.0,25.0,0.0,0.0,0.0,3003,10,9,6,4,6,3,7,5,3,6,5,3,0,2.0,2 Moderat,0.0,0.0,0.0,4362,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
904,10,2,2,400,0,20,3,1,10,10,10,19,2,2,400,100,20,3,2,30,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-13,500.0,0.0,0.0,1100.0,2.0,-3.0,3007,10,5,6,6,2,1,7,2,1,0,0,0,1,4.0,4 Stor,25.0,50.0,25.0,6222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,4 Stor,2.0,2 Moderat,2.0,2 Moderat
905,10,2,2,500,0,20,3,1,10,10,10,11,3,1,500,0,20,3,2,30,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-13,500.0,0.0,0.0,1100.0,2.0,-9.0,3009,10,6,6,6,2,1,7,2,1,0,0,0,2,2.0,2 Moderat,0.0,0.0,25.0,6222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2 Moderat,4.0,4 Stor,2.0,2 Moderat
906,10,2,2,500,0,20,3,1,10,21,10,11,2,1,400,0,20,3,2,30,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-13,500.0,0.0,0.0,1400.0,1.0,-4.0,3010,10,6,6,6,3,2,7,2,1,0,0,0,2,2.0,2 Moderat,0.0,0.0,25.0,6232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2 Moderat,2.0,2 Moderat,4.0,4 Stor
907,10,2,2,600,0,20,3,1,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-13,500.0,0.0,0.0,700.0,3.0,-2.0,3011,10,6,6,6,2,1,0,0,0,0,0,0,2,2.0,2 Moderat,0.0,0.0,0.0,6222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
908,10,2,2,500,0,20,3,1,10,10,10,11,3,3,600,400,20,3,2,30,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-13,500.0,0.0,0.0,1100.0,2.0,-4.0,3012,10,5,6,6,2,1,7,2,1,0,0,0,2,2.0,2 Moderat,0.0,0.0,0.0,6222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
909,10,2,2,500,0,20,3,1,10,21,10,13,2,2,400,0,20,3,2,30,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-13,500.0,0.0,0.0,1100.0,1.0,-10.0,3013,10,5,6,6,3,2,7,2,1,0,0,0,2,2.0,2 Moderat,0.0,0.0,0.0,6232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
910,15,2,1,700,0,20,3,1,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018-01-13,500.0,0.0,0.0,700.0,3.0,-1.0,3014,10,5,6,6,2,1,0,0,0,0,0,0,3,2.0,2 Moderat,0.0,0.0,0.0,6122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
911,15,2,2,500,500,20,3,1,10,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-13,500.0,0.0,0.0,1400.0,1.0,-9.0,3015,10,5,4,6,3,2,0,0,0,0,0,0,3,1.0,1 Liten,0.0,0.0,0.0,6232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1 Liten,2.0,2 Moderat,2.0,2 Moderat
912,10,2,2,700,0,20,3,1,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-13,500.0,0.0,0.0,1400.0,0.0,-10.0,3016,10,5,4,6,2,1,0,0,0,0,0,0,3,2.0,2 Moderat,0.0,0.0,0.0,6222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2 Moderat,1.0,1 Liten,2.0,2 Moderat
913,10,2,2,800,0,20,3,1,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-13,500.0,0.0,0.0,1100.0,1.0,-11.0,3017,10,5,5,6,2,1,0,0,0,0,0,0,3,2.0,2 Moderat,0.0,0.0,0.0,6222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2 Moderat,2.0,2 Moderat,1.0,1 Liten
914,15,2,2,1000,0,20,3,1,10,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-13,0.0,0.0,0.0,1400.0,1.0,-12.0,3022,10,8,5,6,3,2,0,0,0,0,0,0,5,2.0,2 Moderat,0.0,0.0,0.0,6232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
915,15,2,2,900,0,20,3,1,10,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-13,0.0,0.0,0.0,1400.0,0.0,-12.0,3023,10,6,5,6,3,2,0,0,0,0,0,0,5,2.0,2 Moderat,0.0,0.0,0.0,6232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
916,15,2,1,1000,0,20,3,1,10,21,10,11,2,1,600,0,20,3,2,30,21,10,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-13,0.0,0.0,0.0,1400.0,0.0,-10.0,3024,10,6,4,6,3,2,7,3,2,0,0,0,5,2.0,2 Moderat,0.0,0.0,0.0,6132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
917,15,2,2,1000,0,20,3,1,10,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-13,0.0,0.0,0.0,1400.0,1.0,-9.0,3027,10,8,4,6,3,2,0,0,0,0,0,0,7,2.0,2 Moderat,0.0,0.0,0.0,6232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
918,10,2,2,700,0,20,3,1,10,10,10,11,1,2,400,0,20,3,2,30,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-13,0.0,0.0,0.0,1800.0,-4.0,-17.0,3028,10,6,4,6,2,1,7,2,1,0,0,0,6,2.0,2 Moderat,0.0,0.0,0.0,6222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
919,10,2,2,900,0,20,3,1,10,10,10,10,1,1,900,700,20,3,2,10,21,10,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-13,0.0,0.0,0.0,1400.0,-3.0,-15.0,3029,10,6,4,6,2,1,6,3,2,0,0,0,6,2.0,2 Moderat,0.0,0.0,0.0,6222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
920,15,2,2,1000,0,20,3,1,10,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-13,0.0,0.0,0.0,1400.0,-2.0,-11.0,3031,10,6,4,6,3,2,0,0,0,0,0,0,7,2.0,2 Moderat,0.0,0.0,0.0,6232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
921,19,3,2,800,0,20,3,1,30,10,10,10,2,2,0,0,20,3,2,10,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-13,0.0,0.0,0.0,1400.0,-10.0,-18.0,3032,10,5,4,7,2,1,6,2,1,0,0,0,6,2.0,2 Moderat,0.0,0.0,0.0,7223,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
922,15,2,2,1000,0,20,3,1,10,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-13,0.0,0.0,0.0,1400.0,-5.0,-12.0,3034,10,8,4,6,3,2,0,0,0,0,0,0,7,2.0,2 Moderat,0.0,0.0,0.0,6232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
923,18,3,2,800,0,20,3,1,30,10,10,10,2,2,0,0,20,3,2,10,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-13,0.0,2.0,0.0,1400.0,-8.0,-13.0,3035,10,5,4,7,2,1,6,2,1,0,0,0,6,2.0,2 Moderat,0.0,0.0,0.0,7223,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
924,15,2,3,500,0,20,3,1,10,21,10,18,3,2,700,0,20,3,2,30,10,10,0,0,0,0,0,0,0,0,0,0,0,3,2018-01-14,0.0,10.0,5.0,0.0,0.0,0.0,3003,10,7,6,6,3,2,7,2,1,0,0,0,0,2.0,2 Moderat,0.0,2.0,0.0,6332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
925,10,2,2,500,0,20,3,1,10,21,10,19,2,2,400,100,20,3,2,30,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-14,0.0,0.0,0.0,1100.0,0.0,-9.0,3007,10,5,4,6,3,2,7,2,1,0,0,0,1,3.0,3 Betydelig,5.0,10.0,5.0,6232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,3 Betydelig,2.0,2 Moderat,2.0,2 Moderat
926,10,2,2,500,0,20,3,1,10,21,10,11,3,1,500,0,20,3,2,30,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-14,0.0,0.0,0.0,1100.0,0.0,-15.0,3009,10,5,4,6,3,2,7,2,1,0,0,0,2,2.0,2 Moderat,0.0,0.0,5.0,6232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2 Moderat,3.0,3 Betydelig,2.0,2 Moderat
927,10,2,2,500,0,20,3,1,10,21,10,11,2,1,400,0,20,3,2,30,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-14,0.0,0.0,0.0,1400.0,-1.0,-8.0,3010,10,5,5,6,3,2,7,2,1,0,0,0,2,2.0,2 Moderat,0.0,0.0,5.0,6232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2 Moderat,2.0,2 Moderat,3.0,3 Betydelig
928,10,2,2,500,0,20,3,1,10,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-14,300.0,0.0,0.0,700.0,1.0,-4.0,3011,10,5,6,6,3,2,0,0,0,0,0,0,2,2.0,2 Moderat,0.0,0.0,0.0,6232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
929,10,2,2,500,0,20,3,1,10,10,10,11,3,2,600,400,20,3,2,30,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-14,300.0,0.0,0.0,1100.0,-1.0,-7.0,3012,10,5,4,6,2,1,7,2,1,0,0,0,2,2.0,2 Moderat,0.0,0.0,0.0,6222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
930,10,2,2,400,0,20,3,1,10,21,10,13,2,2,400,0,20,3,2,30,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-14,0.0,0.0,0.0,1100.0,-1.0,-16.0,3013,10,5,5,6,3,2,7,2,1,0,0,0,2,2.0,2 Moderat,0.0,0.0,0.0,6232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
931,10,2,1,700,0,20,3,1,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018-01-14,300.0,0.0,0.0,700.0,1.0,-4.0,3014,10,5,6,6,2,1,0,0,0,0,0,0,3,2.0,2 Moderat,0.0,0.0,0.0,6122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2 Moderat,2.0,2 Moderat,2.0,2 Moderat
932,10,2,1,800,500,20,3,1,10,10,10,19,3,2,400,0,20,3,2,30,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-14,0.0,0.0,0.0,1400.0,-2.0,-12.0,3015,10,5,4,6,2,1,7,2,1,0,0,0,3,1.0,1 Liten,0.0,0.0,0.0,6122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1 Liten,2.0,2 Moderat,2.0,2 Moderat
933,10,2,2,700,0,20,3,1,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-14,0.0,0.0,0.0,1400.0,-3.0,-16.0,3016,10,5,4,6,2,1,0,0,0,0,0,0,3,2.0,2 Moderat,0.0,0.0,0.0,6222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2 Moderat,1.0,1 Liten,2.0,2 Moderat
934,10,2,2,700,0,20,3,1,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018-01-14,0.0,0.0,0.0,1100.0,-3.0,-14.0,3017,10,5,4,6,2,1,0,0,0,0,0,0,3,2.0,2 Moderat,0.0,0.0,0.0,6222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,2 Moderat,2.0,2 Moderat,1.0,1 Liten
